CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,DistrictID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
681,110023011202500681,202500681,2025-03-12 23:00:00,9284,3011,1002,1,2,104,1007,1,4014,2025-03-11 10:00:00,2025-03-11 14:00:00,2025-03-12 23:00:00,12.962884,77.611755,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
682,110033021202500682,202500682,2025-02-23 08:00:00,9094,3021,1003,1,2,101,1002,3,4005,2025-02-21 14:00:00,2025-02-22 02:00:00,2025-02-23 08:00:00,12.96015,77.612308,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
683,110033022202500683,202500683,2025-10-28 15:00:00,9307,3022,1003,1,2,104,1007,1,4005,2025-10-27 05:00:00,2025-10-27 08:00:00,2025-10-28 15:00:00,13.069235,77.731855,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
684,110043030202500684,202500684,2025-12-25 19:00:00,9110,3030,1004,1,2,102,1004,2,4002,2025-12-23 19:00:00,2025-12-24 02:00:00,2025-12-25 19:00:00,12.838175,77.677094,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
685,110023010202500685,202500685,2025-09-11 03:00:00,9261,3010,1002,1,2,101,1002,2,4010,2025-09-10 11:00:00,2025-09-10 20:00:00,2025-09-11 03:00:00,12.849448,77.714893,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
686,110013003202500686,202500686,2025-11-01 07:00:00,9039,3003,1001,1,2,102,1003,1,4014,2025-10-30 16:00:00,2025-10-30 19:00:00,2025-11-01 07:00:00,12.876257,77.642376,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
687,110043032202500687,202500687,2025-06-23 18:00:00,9292,3032,1004,1,2,104,1007,2,4011,2025-06-22 02:00:00,2025-06-22 10:00:00,2025-06-23 18:00:00,12.899158,77.699846,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
688,110023014202500688,202500688,2025-06-08 20:00:00,9274,3014,1002,1,1,104,1007,2,4010,2025-06-07 00:00:00,2025-06-07 06:00:00,2025-06-08 20:00:00,13.06618,77.469983,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
689,110023015202500689,202500689,2025-08-02 13:00:00,9367,3015,1002,1,2,101,1002,1,4013,2025-08-01 07:00:00,2025-08-01 10:00:00,2025-08-02 13:00:00,12.858227,77.595443,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
690,110013001202500690,202500690,2025-03-28 21:00:00,9384,3001,1001,1,1,104,1007,3,4004,2025-03-28 07:00:00,2025-03-28 17:00:00,2025-03-28 21:00:00,12.970536,77.511339,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
691,110033018202500691,202500691,2025-12-20 18:00:00,9113,3018,1003,1,2,101,1001,2,4005,2025-12-19 00:00:00,2025-12-19 12:00:00,2025-12-20 18:00:00,13.111696,77.534035,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
692,110043025202500692,202500692,2025-08-06 20:00:00,9179,3025,1004,1,2,102,1003,1,4005,2025-08-05 20:00:00,2025-08-05 23:00:00,2025-08-06 20:00:00,12.946735,77.552399,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
693,110053036202600693,202600693,2026-03-02 15:00:00,9380,3036,1005,1,2,103,1006,2,4004,2026-03-01 22:00:00,2026-03-01 23:00:00,2026-03-02 15:00:00,13.112802,77.551503,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
694,110053038202600694,202600694,2026-03-30 17:00:00,9132,3038,1005,1,1,101,1001,3,4009,2026-03-29 18:00:00,2026-03-30 05:00:00,2026-03-30 17:00:00,12.963075,77.505348,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
695,110043029202500695,202500695,2025-04-05 16:00:00,9155,3029,1004,1,2,102,1004,1,4004,2025-04-04 11:00:00,2025-04-04 22:00:00,2025-04-05 16:00:00,12.869018,77.717749,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
696,110023012202500696,202500696,2025-06-27 07:00:00,9291,3012,1002,1,1,101,1001,3,4001,2025-06-26 21:00:00,2025-06-27 06:00:00,2025-06-27 07:00:00,12.859449,77.628464,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
697,110053037202500697,202500697,2025-01-31 19:00:00,9075,3037,1005,1,2,103,1006,3,4010,2025-01-31 16:00:00,2025-01-31 19:00:00,2025-01-31 19:00:00,13.081741,77.652906,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
698,110023012202600698,202600698,2026-03-19 22:00:00,9277,3012,1002,1,1,101,1001,2,4009,2026-03-17 23:00:00,2026-03-18 09:00:00,2026-03-19 22:00:00,12.884244,77.527347,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
699,110033024202500699,202500699,2025-09-16 08:00:00,9304,3024,1003,1,1,101,1002,2,4006,2025-09-15 18:00:00,2025-09-16 04:00:00,2025-09-16 08:00:00,12.940243,77.722776,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
700,110023011202500700,202500700,2025-02-01 05:00:00,9232,3011,1002,1,2,104,1007,3,4006,2025-01-31 13:00:00,2025-02-01 00:00:00,2025-02-01 05:00:00,12.985613,77.654714,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
701,110043031202500701,202500701,2025-09-14 03:00:00,9313,3031,1004,1,1,101,1002,2,4007,2025-09-12 23:00:00,2025-09-13 08:00:00,2025-09-14 03:00:00,12.910581,77.483964,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
702,110043025202500702,202500702,2025-04-28 18:00:00,9337,3025,1004,1,2,103,1006,1,4005,2025-04-28 01:00:00,2025-04-28 11:00:00,2025-04-28 18:00:00,12.871731,77.63338,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
703,110013007202500703,202500703,2025-11-12 16:00:00,9149,3007,1001,1,2,103,1005,2,4003,2025-11-11 06:00:00,2025-11-11 10:00:00,2025-11-12 16:00:00,12.980864,77.680883,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
704,110023014202500704,202500704,2025-08-29 18:00:00,9326,3014,1002,1,2,103,1005,3,4001,2025-08-28 18:00:00,2025-08-28 21:00:00,2025-08-29 18:00:00,12.863523,77.556578,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
705,110043025202500705,202500705,2025-05-10 05:00:00,9010,3025,1004,1,1,104,1007,3,4003,2025-05-08 21:00:00,2025-05-09 02:00:00,2025-05-10 05:00:00,13.033414,77.703949,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
706,110053035202500706,202500706,2025-02-01 05:00:00,9008,3035,1005,1,2,102,1004,2,4011,2025-01-31 23:00:00,2025-02-01 09:00:00,2025-02-01 05:00:00,13.105779,77.51786,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
707,110053036202500707,202500707,2025-04-29 03:00:00,9254,3036,1005,1,1,104,1007,1,4015,2025-04-27 22:00:00,2025-04-28 05:00:00,2025-04-29 03:00:00,12.929829,77.572216,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
708,110023009202500708,202500708,2025-02-08 20:00:00,9342,3009,1002,1,2,102,1003,2,4007,2025-02-08 17:00:00,2025-02-09 05:00:00,2025-02-08 20:00:00,12.838502,77.73921,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
709,110053035202500709,202500709,2025-12-30 02:00:00,9067,3035,1005,1,2,103,1005,3,4009,2025-12-29 23:00:00,2025-12-30 01:00:00,2025-12-30 02:00:00,12.823028,77.553867,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
710,110053033202500710,202500710,2025-12-08 03:00:00,9030,3033,1005,1,2,101,1001,3,4004,2025-12-07 09:00:00,2025-12-07 14:00:00,2025-12-08 03:00:00,13.014723,77.59704,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
711,110033020202500711,202500711,2025-12-07 17:00:00,9362,3020,1003,1,1,101,1001,3,4002,2025-12-06 14:00:00,2025-12-06 23:00:00,2025-12-07 17:00:00,13.033994,77.54029,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
712,110033021202500712,202500712,2025-04-15 20:00:00,9135,3021,1003,1,2,103,1005,1,4005,2025-04-13 22:00:00,2025-04-14 06:00:00,2025-04-15 20:00:00,12.875795,77.556471,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
713,110043031202500713,202500713,2025-07-12 16:00:00,9338,3031,1004,1,1,101,1002,3,4012,2025-07-10 18:00:00,2025-07-11 06:00:00,2025-07-12 16:00:00,12.832095,77.669771,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
714,110043029202500714,202500714,2025-08-11 19:00:00,9379,3029,1004,1,2,101,1002,2,4006,2025-08-10 15:00:00,2025-08-10 22:00:00,2025-08-11 19:00:00,12.931914,77.698084,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
715,110053040202500715,202500715,2025-03-29 19:00:00,9067,3040,1005,1,2,101,1001,2,4004,2025-03-29 08:00:00,2025-03-29 10:00:00,2025-03-29 19:00:00,12.96651,77.501232,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
716,110053039202500716,202500716,2025-03-20 19:00:00,9162,3039,1005,1,1,102,1003,3,4003,2025-03-19 07:00:00,2025-03-19 08:00:00,2025-03-20 19:00:00,12.854826,77.534371,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
717,110043027202500717,202500717,2025-12-25 02:00:00,9220,3027,1004,1,1,104,1007,1,4013,2025-12-24 12:00:00,2025-12-24 16:00:00,2025-12-25 02:00:00,12.973944,77.522055,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
718,110013007202500718,202500718,2025-01-29 10:00:00,9380,3007,1001,1,1,101,1001,3,4001,2025-01-27 17:00:00,2025-01-28 00:00:00,2025-01-29 10:00:00,12.842159,77.574954,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
719,110033023202500719,202500719,2025-02-16 15:00:00,9065,3023,1003,1,1,104,1007,1,4004,2025-02-16 04:00:00,2025-02-16 09:00:00,2025-02-16 15:00:00,13.083333,77.681219,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
720,110043032202500720,202500720,2025-06-05 04:00:00,9070,3032,1004,1,2,102,1003,3,4001,2025-06-03 15:00:00,2025-06-03 18:00:00,2025-06-05 04:00:00,12.872353,77.448335,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
721,110033019202500721,202500721,2025-09-09 16:00:00,9284,3019,1003,1,2,102,1003,1,4005,2025-09-09 08:00:00,2025-09-09 09:00:00,2025-09-09 16:00:00,12.990952,77.503499,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
722,110013001202600722,202600722,2026-01-09 01:00:00,9356,3001,1001,1,1,102,1004,3,4013,2026-01-07 03:00:00,2026-01-07 07:00:00,2026-01-09 01:00:00,13.041024,77.698364,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
723,110043029202500723,202500723,2025-04-28 01:00:00,9107,3029,1004,1,2,102,1003,1,4004,2025-04-27 12:00:00,2025-04-27 15:00:00,2025-04-28 01:00:00,12.964536,77.522421,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
724,110033020202500724,202500724,2025-05-04 08:00:00,9146,3020,1003,1,2,104,1007,3,4015,2025-05-03 20:00:00,2025-05-03 21:00:00,2025-05-04 08:00:00,12.973525,77.549347,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
725,110023015202600725,202600725,2026-03-31 13:00:00,9136,3015,1002,1,2,104,1007,1,4007,2026-03-31 08:00:00,2026-03-31 12:00:00,2026-03-31 13:00:00,13.064389,77.58487,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
726,110023009202500726,202500726,2025-06-17 17:00:00,9326,3009,1002,1,2,101,1002,2,4015,2025-06-17 00:00:00,2025-06-17 07:00:00,2025-06-17 17:00:00,13.071752,77.482724,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
727,110043029202600727,202600727,2026-02-23 14:00:00,9101,3029,1004,1,2,104,1007,3,4013,2026-02-23 03:00:00,2026-02-23 08:00:00,2026-02-23 14:00:00,13.067443,77.687215,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
728,110013004202500728,202500728,2025-06-02 00:00:00,9192,3004,1001,1,2,104,1007,2,4003,2025-06-01 00:00:00,2025-06-01 04:00:00,2025-06-02 00:00:00,13.006974,77.687931,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
729,110033020202500729,202500729,2025-04-05 10:00:00,9227,3020,1003,1,2,103,1005,3,4010,2025-04-03 12:00:00,2025-04-03 19:00:00,2025-04-05 10:00:00,13.00665,77.520606,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
730,110053038202500730,202500730,2025-08-28 08:00:00,9138,3038,1005,1,1,103,1006,3,4007,2025-08-27 11:00:00,2025-08-27 21:00:00,2025-08-28 08:00:00,12.985844,77.683182,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
731,110043032202500731,202500731,2025-03-27 04:00:00,9114,3032,1004,1,2,102,1004,3,4009,2025-03-26 13:00:00,2025-03-26 14:00:00,2025-03-27 04:00:00,13.018227,77.709598,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
732,110043028202600732,202600732,2026-02-21 12:00:00,9239,3028,1004,1,2,104,1007,1,4003,2026-02-20 22:00:00,2026-02-21 06:00:00,2026-02-21 12:00:00,13.05798,77.596656,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
733,110043032202500733,202500733,2025-02-27 16:00:00,9325,3032,1004,1,1,102,1003,2,4001,2025-02-26 11:00:00,2025-02-26 18:00:00,2025-02-27 16:00:00,12.99314,77.608452,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
734,110053039202500734,202500734,2025-10-16 02:00:00,9264,3039,1005,1,2,102,1004,3,4004,2025-10-15 22:00:00,2025-10-16 07:00:00,2025-10-16 02:00:00,13.069773,77.629987,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
735,110053035202500735,202500735,2025-07-13 19:00:00,9198,3035,1005,1,2,101,1001,3,4015,2025-07-13 15:00:00,2025-07-13 16:00:00,2025-07-13 19:00:00,12.881253,77.593782,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
736,110033023202500736,202500736,2025-05-27 11:00:00,9210,3023,1003,1,1,104,1007,3,4004,2025-05-27 08:00:00,2025-05-27 12:00:00,2025-05-27 11:00:00,13.035761,77.525269,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
737,110033020202500737,202500737,2025-08-15 05:00:00,9253,3020,1003,1,2,104,1007,1,4007,2025-08-14 10:00:00,2025-08-14 18:00:00,2025-08-15 05:00:00,12.922372,77.593928,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
738,110053036202500738,202500738,2025-06-25 00:00:00,9087,3036,1005,1,1,103,1006,3,4015,2025-06-23 05:00:00,2025-06-23 07:00:00,2025-06-25 00:00:00,13.046968,77.718763,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
739,110033022202500739,202500739,2025-04-21 13:00:00,9230,3022,1003,1,1,102,1004,1,4011,2025-04-20 09:00:00,2025-04-20 17:00:00,2025-04-21 13:00:00,13.048475,77.696954,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
740,110023010202500740,202500740,2025-05-16 07:00:00,9216,3010,1002,1,1,101,1001,2,4015,2025-05-15 23:00:00,2025-05-16 09:00:00,2025-05-16 07:00:00,13.120765,77.594456,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
